user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130
568,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084,-0.9691084
569,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99971193,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515,-0.99089515
570,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,0.9969825,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.9875049,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934,-0.99775934
571,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362,-0.9969362
572,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.9989967,-0.74866104,-0.74866104,-0.74866104,-0.74866104,-0.74866104,-0.74866104,-0.74866104,-0.74866104,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821,0.7190821
573,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467,0.99400467
574,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.9990715,-0.985224,-0.985224,-0.985224,-0.985224,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839,0.9928839
575,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.9827184,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.76267177,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274,-0.8462274
576,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,-0.73670906,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494,0.98731494
577,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733,-0.9988733
578,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9970945,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966,0.9976966
579,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9996815,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259,-0.9716259
580,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,-0.9792197,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661,0.9793661
581,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.99304456,-0.99304456,-0.99304456,-0.99304456,-0.99304456,-0.99304456,-0.99304456,-0.99304456
582,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.9475452,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.99960154,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975,-0.9585975
